	municipio	nome_escola	endereco_escola	numero_endereco	cep	bairro	longitude	latitude
3547	sao paulo	thayane luzimara costa valcacer professora	friedrich von voith	1790	2995000	jardim sao joao jaragua	-46,74020004	-23,43630028
3548	sao paulo	republica da colombia	rendeira	926	2878160	jardim vista alegre	-46,68560028	-23,45389938
3553	sao paulo	jardim capela iv	baronesa	100	4941175	parque bologne	-46,78269958	-23,71883011
3563	sao paulo	eudoro villela	guavirutuba	600	4937000	vila bom jardim	-46,76451874	-23,68786049
3564	sao paulo	marilsa garbossa francisco professora	paulo lemore	S/Nº	5844190	jardim sao luis	-46,74155045	-23,6615696
3573	sao paulo	jardim dom angelico	alfonse joailler	SN	8473175	conjunto habitacional sitio conceicao	-46,38127136	-23,58659172
3574	sao paulo	recanto verde sol	pedro ramazzani	73	8381800	recanto verde do sol	-46,42089081	-23,61352921
3575	sao paulo	roque theophilo	cavaleiro de jorge	280	8474210	conjunto habitacional castro alves	-46,40031052	-23,58098984
3576	sao paulo	fazenda da juta vi	lisa noblet	62	3977002	fazenda da juta	-46,48763657	-23,62183762
3582	sao paulo	maria helena goncalves de arruda professora	cantidio sampaio deputado	4678	2860001	vila souza	-46,70249939	-23,4477005
3583	sao paulo	nelson gomes caetano prof	antonio sergio de matos	1910	2281203	conjunto habitacional jova rural	-46,57970047	-23,45149994
3584	sao paulo	leovergilio moreira prof	carlos martel	11	2324070	jardim ataliba leonel	-46,58819962	-23,44490051
3585	sao paulo	fernando gasparian	luster	216	5783150	jardim umuarama	-46,77059174	-23,64642906
3588	sao paulo	helio helene	gurgueia	SN	8072132	uniao de vila nova	-46,45808029	-23,48442078
3589	sao paulo	paulo kobayashi	rua gurgueia	SN	8072132	uniao de vila nova	-46,45830154	-23,48419952
3590	sao paulo	luis ambra desembargador	altolandia	110	8151280	parque dom joao neri	-46,40486145	-23,52087975
3591	sao paulo	belize	carolina vovo	SN	8473370	guaianazes	-46,41944885	-23,59464073
3596	sao paulo	hospital darcy vargas cl hosp	rua doutor serafico de assis carvalho	34	5690050	morumbi	-46,7104	-23,5934
3597	sao paulo	hospital das clinicas fmsp classe hospitalar	eneas carvalho de aguiar doutor	255	5403000	cerqueira cesar	-46,6717	-23,5551
3599	sao paulo	instituto da crianca pedro alcantara hcfmsp cl hosp	eneas carvalho de aguiar doutor	255	5403000	cerqueira cesar	-46,6717	-23,5551
3600	sao paulo	instituto da crianca pedro alcantara hcmfsp cl hosp	eneas carvalho de aguiar doutor	255	5403000	cerqueira cesar	-46,6717	-23,5551
3604	sao paulo	oscar dias correia ministro	alexios jafet	1800	5187010	jardim ipanema zona oeste	-46,75019836	-23,43989944
3606	sao paulo	instituto do coracao hcfmsp classe hospitalar	eneas carvalho de aguiar doutor	44	5403000	cerqueira cesar	-46,6717	-23,5551
3608	sao paulo	instituto do coracao hcfmsp classe hospitalar	eneas carvalho de aguiar doutor	44	5403000	cerqueira cesar	-46,6715	-23,5568
3612	sao paulo	centro atend socioeduc adolescente vila leopoldina ci	avenida nacoes unidas	2233	5310000	vila leopoldina	-49,0562	-22,3323
3613	sao paulo	centro atend socioeduc ao adolescente  itaqueraci	miguel ignacio curi	SN	8295005	vila carmosina	-46,468	-23,546
3620	sao paulo	hospital darcy vargas cl hosp	serafico de assis carvalho doutor	SN	5614040	jardim leonor	-46,7107	-23,5934
3621	sao paulo	miguel arraes governador	herbert spencer	SN	5663010	paraisopolis	-46,72373962	-23,61590958
3627	sao paulo	republica do panama	piemonte da borborema	75	5777120	vila nova das belezas	-46,74655151	-23,64126968
3635	sao paulo	centro de atend socioed ao adolescente rio tocantins cip	piratininga	85	3042001	bras	-46,6203451	-23,5460126
3639	sao paulo	arthur guimaraes cl hosp pav fernandinho sta casa	cesario mota junior doutor	112	1221020	vila buarque	-46,6489309	-23,5426883
3640	sao paulo	arthur guimaraes cl hosp pav cond penteado sta casa	cesario mota junior doutor	112	1221020	vila buarque	-46,6489309	-23,5426883
3641	sao paulo	hospital das clinicas fmsp classe hospitalar	av doutor eneas carvalho de aguiar	255	5403000	c cesar	-46,6701	-23,5567
3642	sao paulo	instituto cristovao colombo classes provisorias do	rua doutor mario vicente	1108	4270001	vila dom pedro i	-46,61317062	-23,59329033
3658	sao paulo	centro de atend socio educ ao adolesc  cip bom retiro	estado	2001	1107000	bom retiro	-46,6249595	-23,532949
3673	sao paulo	antonio carlos brasileiro de almeida jobim tom jobim	travessa sinha moca	52	8344000	jardim da conquista zona leste	-46,45526123	-23,60810089
3692	sao paulo	centro de atend socioeduc ao adolesc guaianazes i ci	julio gouveia	SN	8465009	conjunto habitacional juscelino kubitschek	-46,39374924	-23,56502914
3693	sao paulo	centro de atend socioeduc ao adolesc guaianazes ii ci	julio gouveia	SN	8465009	conjunto habitacional juscelino kubitschek	-46,393412	-23,566459
3696	sao paulo	centro de atend socioeduc ao adolesc jardim sao luiz i ci	frederico grotte	SN	5818270	jardim vergueiro	-46,72977829	-23,66292381
3705	sao paulo	teruko ueda yamaguti professora	amadeu giusti	52	4182080	jardim santa cruz sacoma	-46,59724045	-23,63994026
3709	sao paulo	cel jto a ee dona zalina rolim	luis carlos doutor	740	3505000	vila aricanduva	-46,5441	-23,535
3710	sao paulo	juan carlos onetti escritor	rua camutanga	SN	8260340	conjunto jose bonifacio	-46,42586899	-23,56587982
3712	sao paulo	centro de atend socioeducao adolesc jardim sao luiz ii ci	frederico grotte	SN	5818270	jardim vergueiro	-46,72986984	-23,66293526
3714	sao paulo	centro de atend socioeduc ao adolesc nova vida ci	morvan dias de figueiredo	4200	2170000	vila maria	-46,59288993	-23,52789891
3715	sao paulo	centro de atend socioeduc ao adolesc paulista ci	morvan dias de figueiredo	4215	2170000	vila maria	-46,59295864	-23,52789715
3716	sao paulo	centro de atend socioeduc ao adolesc bela vista ci	avenida condessa elisabeth robiano	450	3074000	belem	-46,59379621	-23,53051883
3717	sao paulo	centro de atend socioeduc ao adolesc vila guilherme ci	avenida condessa elisabeth robiano	450	3074000	belem	-46,59375635	-23,53051602
3718	sao paulo	noe rodrigues padre	santa cruz da conceicao	151	2850100	parque belem	-46,68674088	-23,46031952
3719	sao paulo	jose ephim mindlin	augusto teixeira	101	4841160	parque planalto	-46,68629837	-23,73950005
3726	sao paulo	centro de atend socioeduc ao adolescente ouro preto ci	morvan dias de figueiredo	4210	2170000	vila maria	-46,59304545	-23,52791759
3727	sao paulo	centro de atend socioeduc ao adolescente sao paulo ci	avenida condessa elisabeth robiano	450	3074000	belem	-46,59374961	-23,5305245
3730	sao paulo	cel jto a ee pereira barreto	rua nossa senhora da lapa	615	5072000	lapa	-46,7053489	-23,5246448
3731	sao paulo	centro de atend socioeduc ao adolescente topazio cip	domingos paiva	170	3043070	bras	-46,6174172	-23,5445553
3732	sao paulo	centro de atend socioeduc ao adolesc joao do pulo ci	morvan dias de figueiredo	4210	2170000	vila maria	-46,59297792	-23,52782112
3733	sao paulo	hospital antonio prudente cl hospitalar	antonio prudente professor	211	1509010	liberdade	-46,6378924	-23,5655136
3734	sao paulo	hospital antonio prudente cl hospitalar	antonio prudente professor	211	1509010	liberdade	-46,6378924	-23,5655136
3739	sao paulo	hospital sao paulo cl hospitalar	napoleao de barros	715	4024002	vila clementino	-46,64930729	-23,5983
3740	sao paulo	hospital sao paulo cl hospitalar	napoleao de barros	715	4024002	vila clementino	-46,64930729	-23,5983
3741	sao paulo	centro de atend socioeduc ao adolesc belem ci	avenida condessa elisabeth robiano	450	3074000	belem	-46,58814139	-23,53011492
3743	sao paulo	jardim pedra branca	begonia real	200	8490850	jardim pedra branca	-46,41970062	-23,58209991
3747	sao paulo	carlos estevam aldo martins professor	silvestre sao	396	4255080	sao joao climaco	-46,5951163	-23,6236924
3753	sao paulo	cristina de castro paes professora	jose artur nova doutor	2707	8090000	parque paulistano	-46,42478178	-23,47516159
3774	sao paulo	rosa ines bornia moreira professora	estrada do alvarenga	5112	4476050	sete praias	-46,63430023	-23,71480942
3778	sao paulo	nair olegario cajueiro	cataldo parrilha	215	4930055	jardim santa margarida	-46,75154877	-23,68071938
3779	sao paulo	agenor de miranda araujo neto  cazuza	arnaldo daniel	S/N	5877150	jardim guaruja	-46,78902054	-23,69475937
3780	sao paulo	sitio conceicao	wilson fernando scarvalho	35	8473000	conjunto habitacional sitio conceicao	-46,39165878	-23,5781002
3792	sao paulo	marilia santos carvalho de polillo professora	isabela	363	8440520	jardim lajeado	-46,40670013	-23,53120995
3793	sao paulo	bernardo ohiggins dom	jose de amenabar	371	8142004	jardim nelia	-46,38228989	-23,51292992
3810	sao paulo	hospital ac camargo classe hospitalar	tamandare	753	1525001	liberdade	-46,6358668	-23,5652841
3811	sao paulo	hospital ac camargo classe hospitalar	tamandare	753	1525001	liberdade	-46,6358668	-23,5652841
3813	sao paulo	jardim santo andre iii	miguel ferreira de melo	50 A	8390000	jardim santo andre	-46,44350052	-23,63019943
3814	sao paulo	conjunto hospitalar do mandaqui classe hospitalar	voluntarios da patria	4301	2402600	santana	-46,6315899	-23,4849846
3823	sao paulo	penitenciaria asp joaquim fonseca lopes	avenida noel nutels	100	4896092	jardim santa terezinha parelheiros	-46,72900009	-23,82299995
3894	sao paulo	penitenciaria feminina de santana	avenida general ataliba leonel	656	2088900	santana	-46,62107849	-23,50462914
3896	sao paulo	centro de progressao penitenciaria de sao miguel paulista	americo gomes da costa	305 A	8010120	vila americana	-46,44404554	-23,49714399
3900	sao paulo	penitenciaria feminina da capital	zaki narchi	1369	2029001	carandiru	-46,615306	-23,505167
3910	sao paulo	itaci classe hospitalar	galeno de almeida	148	5410030	pinheiros	-46,6773	-23,5525
3911	sao paulo	itaci classe hospitalar	galeno de almeida	148	5410030	pinheiros	-46,6773	-23,5525
3914	sao paulo	morro doce	mario palmerio	SN	5267040	jardim anhanguera	-46,79166031	-23,43808937
3922	sao paulo	centro de detencao provisoria ii pinheiros	nacoes unidas	1501	5310000	vila leopoldina	-46,7132	-23,6295
3929	sao paulo	cppf dra marina marigo cardoso de oliveira do butanta	raposo tavares	SN	5577300	jardim arpoador	-46,79629898	-23,58989906
3940	sao paulo	cel jto a ee dom pedro i	americo gomes da costa	59	8010120	vila americana	-46,44078542	-23,49468183
3942	sao paulo	cel jto a ee jose marques da cruz prof	arace	563	3362050	vila formosa	-46,54231073	-23,56166392
3944	sao paulo	cel jto a ee veridiana camacho carvalho gomes profa	carlos dos santos	781	2234000	jardim brasil zona norte	-46,573	-23,4798
3946	sao paulo	cel jto a ee gustavo barroso	alfeu de alcantara monteiro	100	2281200	conjunto habitacional jova rural	-46,5807991	-23,4552002
3947	sao paulo	cel jto a ee esther garcia profa	antonio carlos b dos santos	858	4856070	jardim myrna	-46,6976	-23,74782719
3949	sao paulo	cel jto a ee alberto salotti prof	carlos oberhuber	90	4836130	jardim floresta	-46,70589828	-23,74040031
4023	sao paulo	madre marie domineuc	paulo guilguer reimberg	3680	4856200	jardim novo horizonte	-46,69020081	-23,78300095
4024	sao paulo	raimundo serafim de lima inspetor	bento barroso pereira	SN	5815085	jardim sao francisco de assis	-46,73597378	-23,66094989
4025	sao paulo	chacara santa maria	avenida diamante verde	158	5880280	parque independencia	-46,78800964	-23,68614006
4026	sao paulo	bernadete aparecida pereira godoi profa	luar do sertao	SN	5879450	chacara santa maria	-46,79259109	-23,68674088
4027	sao paulo	jardim ipe	gastao raul de forton bousquet	401	5797000	jardim ipe	-46,77085114	-23,65568924
4044	sao paulo	ilha da juventude	rua ilha da juventude	100	2820000	vila nova brasilandia	-46,71551895	-23,44981003
4045	sao paulo	jornalista ruy mesquita	rosalvo jose da silva	SN	2855150	jardim carombe	-46,70253563	-23,45819963
4064	sao paulo	ilda vieira vilela	canal de cocaia	SN	4849032	parque residencial cocaia	-46,66989899	-23,74259949
4072	sao paulo	paulo rossi prof cl hospitalar hosp serv pub estadual	pedro de toledo	1800	4039004	vila clementino	-46,6444	-23,5981
4076	sao paulo	octavia candido dos santos	cantanhede	SN	5790150	pirajussara	-46,78622055	-23,6439991
4078	sao paulo	ruth guimaraes botelho	caraiva	253	5766270	jardim olinda	-46,75370026	-23,62932968
4082	sao paulo	jardim noronha v	rufino zado	SN	4853070	jardim noronha	-46,67687988	-23,76795959
4088	sao paulo	cynira stocco fausto professora	elisio teixeira leite	4511	2801000	vila brasilandia	-46,7153	-23,461
4091	sao paulo	hospital santa marcelina classe hospitalar	rua marechal tito	6303	8115100	itaim paulista	-46,38972855	-23,49198914
4092	sao paulo	cel jto a ee plinio negrao	braganca paulista	575	4727001	vila cruzeiro	-46,7153072	-23,641828
4099	sao paulo	centro de atend socio educ ao adolesc ruth pistori cip	estado	1949	1107000	bom retiro	-46,6251047	-23,5325083
4100	sao paulo	salvador romano	tomas lopes de camargo	510	8191230	jardim romano	-46,38499069	-23,47987938
4101	sao paulo	candida rita da silva paulo	francisco fernandes frazao	37	8452180	lajeado	-46,3990097	-23,53673935
4102	sao paulo	real e benemerita assoc port de beneficencia cl hospitalar	rua maestro cardim	769	1323900	bela vista	-46,64619827	-23,56990051
4137	sao paulo	cel jto a ee roosevelt presidente	rua sao joaquim	120	1508000	liberdade	-46,6375903	-23,5618715
4149	sao paulo	centro de detencao provisoria iii pinheiros	nacoes unidas	1230	5310000	vila leopoldina	-46,6816	-23,5624
4155	sao paulo	hospital darcy vargas cl hosp	r doutor serafico de assis carvalho	34	5614040	morumbi	-46,7104	-23,5934
4156	sao paulo	hospital darcy vargas cl hospitalar	r doutor serafico de assis carvalho	40	5614040	morumbi	-46,7105	-23,5935
4157	sao paulo	hospital darcy vargas cl hosp	r doutor serafico de assis carvalho	34	5614040	morumbi	-46,7104	-23,5934
4158	sao paulo	hospital antonio prudente cl hospitalar	antonio prudente professor	211	1509010	liberdade	-46,6378924	-23,5655136
4165	sao paulo	hospital darcy vargas classe hospitalar	r doutor serafico de assis carvalho	34	5614040	morumbi	-46,7104	-23,5934
4166	sao paulo	adolfo tripoli cl hospitalar darcy vargas	r doutor serafico de assis carvalho	34	5614040	morumbi	-46,7104	-23,5934
4167	sao paulo	hospital darcy vargas cl hospitalar	r doutor serafico de assis carvalho	34	5614040	morumbi	-46,7104	-23,5934
4169	sao paulo	djekupe amba arandy	turistica do jaragua	3710	5161000	vila jaragua	-46,75371933	-23,46462059
4170	sao paulo	paulo rossi prof cl hospitalar hosp serv pub estadual	r pedro de toledo	1800	4039004	vl clementino	-46,6544	-23,5972
4171	sao paulo	paulo rossi prof cl hospitalar hosp serv pub estadual	r pedro de toledo	1800	4039004	vl clementino	-46,6544	-23,5972
4172	sao paulo	hospital antonio prudente cl hospitalar	antonio prudente professor	211	1509010	liberdade	-46,63788986	-23,5655098
4174	sao paulo	centro atend socioeduc adolescente pirituba ci	stefano mauser	651	5175200	jardim regina	-46,73892975	-23,47561073
4176	sao paulo	centro de atend socioedc ao adolescente rio tamisa ci 36	mursa coronel	270	3043050	bras	-46,61566925	-23,54833031
4177	sao paulo	centro de atend socioedc ao adolescente rio tamisa ci 36	mursa coronel	270	3043050	bras	-46,615673	-23,548331
4186	sao paulo	centro atend socioeduc adolescente parada de taipas ci	rua projetada 02	SN	2820000	conjunto residencial elisio teixeira leite	-46,71237183	-23,44153023
4187	sao paulo	centro de atend socioeduc ao adolescente itaparica  cip6	rua coronel mursa	618	3043050	bras	-46,6150641	-23,5478941
4188	sao paulo	centro de atend socioeduc ao adolescente rio parana cip	r coronel mursa	270	3043050	bras	-46,6153764	-23,5482932
4189	sao paulo	centro de atend socioeduc ao adolescente  cip8	r coronel mursa	270	3043050	bras	-46,6153764	-23,5482932
4190	sao paulo	centro atend socioedc adolesc internato fem mooca ci	japuruchita	300	3128070	alto da mooca	-46,58544537	-23,57034417
4191	sao paulo	centro atend socioeduc adolescenteencosta norteci	ary cordovil	250	8131300	itaim paulista	-46,37995911	-23,50367928
4192	sao paulo	centro atend socioeduc adolesc  encosta norteci	ary cordovil	250	8131300	itaim paulista	-46,3807106	-23,50312042
4193	sao paulo	centro atend socioeduc adolesc  vila conceicaoci	jean lacome	78	8150586	jardim quisisana vila nova curuca	-46,40576172	-23,52131081
4194	sao paulo	centro atend socioeduc adolesc  vila conceicaoci	jean lacome	78	8150586	jardim quisisana vila nova curuca	-46,40496063	-23,52088928
4195	sao paulo	centro atend socioeduc adolesc faz do carmo int ci	rua professor hasegawa	100	8260090	colonia zona leste	-46,433499	-23,563036
4196	sao paulo	centro atend socioeduc ao adolescente ipe ci	rodovia raposo tavares	KM19,5	5577300	jardim arpoador	-46,7678	-23,5844
4197	sao paulo	centro atend socioeduc ao adolescente nogueira 27 ci	rodovia raposo tavares	KM19,5	5577300	jardim arpoador	-46,7677	-23,5844
4198	sao paulo	centro atend socioeduc ao adolescente jatoba 28 ci	rodovia raposo tavares	KM19,5	5577300	jardim arpoador	-46,7678	-23,5844
4222	sao paulo	hospital santa marcelina classe hospitalar	rua arraial da anta	325	8270090	vila carmosina	-46,46166229	-23,5574894
4239	sao paulo	centro de atend socioeduc ao adolescente rio nilo ci	piratininga	85	3042001	bras	-46,6203451	-23,5460126
4243	sao paulo	professor walter lerner	rua dos calangos	60	4474270	parque doroteia	-46,64294815	-23,7027092
4253	sao paulo	hospital sao paulo classe hospitalar	napoleao de barros	757	4024000	vila clementino	-46,64398583	-23,59816067
4254	sao paulo	hospital sao paulo classe hospitalar	rua napoleao de barros	757	4024002	vila clementino	-46,644	-23,59814101
4257	sao paulo	hospital santa marcelina cl hospitalar	aldemar moreira padre	200	8471010	cidade tiradentes	-46,39975739	-23,60006332
4264	sao paulo	real e benemerita assoc port de beneficencia cl hospitalar	rua maestro cardim	769	1323900	bela vista	-46,64619827	-23,56990051
4285	sao paulo	socrates brasileiro sampaio de souza vieira de oliveira	antonio simplicio	170	2354290	parque ramos freitas	-46,60725784	-23,4523716
4299	sao paulo	conjunto hospitalar do mandaqui classe hospitalar	voluntarios da patria	4301	2402600	santana	-46,6315899	-23,4849846
4303	sao paulo	eunice marques moura bastos profa	narceja	100	8032340	vila nova curuca	-46,42552948	-23,51626968
4305	sao paulo	leila sabino professora	silvilino mantovanini	300	4925040	jardim riviera	-46,74546051	-23,70590019
4399	sao paulo	raul antonio fragoso professor	charles silver	51	5143210	jardim sao ricardo	-46,72256088	-23,49630928
4400	sao paulo	eduardo gomes brigadeiro cohab	joao amado coutinho	1010	2815000	conjunto residencial elisio teixeira leite	-46,7123735	-23,4415264
4401	sao paulo	miguel sansigolo prof	francisco da rocha	157	3921130	jardim iva	-46,51480103	-23,58919907
4402	sao paulo	camilo maria cavalheiro dom	garuva	55	3576160	jardim santa maria	-46,50849915	-23,55450058
4403	sao paulo	jose bustamante deputado	antonio de camargo ortiz	2	8122270	parque santa amelia	-46,37548707	-23,49650278
4404	sao paulo	luiz cintra do prado professor	rua artur ferreira de abreu	321	5547150	jardim guarau	-46,76869965	-23,59460068
4405	sao paulo	amador e catharina saporito augusto	amaro oliveira lima	251	5784010	parque esmeralda	-46,76211166	-23,62140083
4406	sao paulo	jose porphyrio da paz	jose alves da silva	870	5874000	parque novo santo amaro	-46,78461075	-23,69771957
4407	sao paulo	jose hermenegildo leoni professor	domenico de palma	451	4652234	cupece	-46,66640091	-23,66428947
4408	sao paulo	jose cavalcanti silva desembargador	george bernanos	71	4432110	jardim sao jorge	-46,66175079	-23,68180084
4409	sao paulo	iturbides bolivar de almeida serra prof	pinedo	777	4764001	socorro	-46,71575928	-23,67186928
4410	sao paulo	herminio sacchetta	paulo guilguer reimberg	9865	4858570	parque maria fernandes	-46,67031166	-23,81557239
4437	sao paulo	shiro kyono deputado	tomas de santa maria	245	3928170	conjunto habitacional teotonio vilela	-46,5041008	-23,60549927
4438	sao paulo	maria jose barone fernandes profa	itaicica	37	3578050	jardim itapema	-46,50439835	-23,5597496
4439	sao paulo	anna pontes toledo natali professora	paco do lumiar	191	3820140	vila silvia	-46,50128937	-23,49707985
4440	sao paulo	margarida maria alves	diamante verde	180	5880280	parque independencia	-46,78862	-23,6861496
4441	sao paulo	irma charlita	adelia da silva mendes	700	4850020	parque cocaia	-46,6803	-23,7528
4442	sao paulo	joao goulart presidente	rua sao jose do rio preto	SN	4840460	grajau	-46,6833992	-23,75309944
4443	sao paulo	eugenio mariz de oliveira netto	rua dona virgnia	100	4922120	chacara vista alegre	-46,74206924	-23,69297791
4450	sao paulo	francisco alves mourao professor	rua adelina maria de jesus	15	4470261	jardim apura	-46,65845108	-23,71052551
4451	sao paulo	miguel munhoz filho	agostinho rubin	301	5848000	jardim germania	-46,75997925	-23,65838051
4452	sao paulo	cesar yasigi professor	soriano de albuquerque	100	5894440	jardim macedonia	-46,7906189	-23,65345955
4453	sao paulo	moacyr de castro ferraz professor	juan aldama	100	5783130	jardim umuarama	-46,76985168	-23,64723969
4456	sao paulo	paulo roberto faggioni professor	tabacarana	10	8051100	limoeiro	-46,46992874	-23,5177002
4457	sao paulo	elyseu simoes machado professor	acaua	225	8223250	cidade antonio estevao de carvalho	-46,46916962	-23,52935982
4458	sao paulo	neydy de campos melges prof	margarida carlos de albuquerque	288	8142260	jardim laura	-46,38462067	-23,52026939
4459	sao paulo	dario monteiro de brito prof	salvador balbino de matos	104	8110750	vila itaim	-46,39051056	-23,49217033
4460	sao paulo	antonieta de souza alcantara	pranto de poeta	101	8381015	jardim da laranjeira zona leste	-46,42729187	-23,61660004
4461	sao paulo	cesar donato calabrez	inacio monteiro	1391	8490000	jardim sao paulozona leste	-46,403759	-23,56697083
4462	sao paulo	joao camargo prof	angelo de candia	2868	3958000	cidade sao mateus	-46,4773947	-23,6064625
4463	sao paulo	jorge andrade	rua doutor benedito matarazzo	5	5854090	parque maria helena	-46,76189041	-23,66316032
4465	sao paulo	rosa pavone pimont doutora	rua conde de proenca	28	4932430	jardim coimbra	-46,76026149	-23,68210622
4467	sao paulo	joao castellano professor	tomoichi shimizu	758	8260140	colonia zona leste	-46,43672943	-23,57602119
4468	sao paulo	fernando mauro pires da rocha deputado	jose pinto	10	8471520	cidade tiradentes	-46,40247544	-23,6068878
4471	sao paulo	maria jannuzzi mascari professora	itapecerica	9950	5858002	parque fernanda	-46,79376984	-23,67697906
4472	sao paulo	julieta farao profa	batista fergusio	1754	3978180	vila cardoso franco	-46,50569916	-23,62520027
4473	sao paulo	arthur chagas junior prof	francesco usper	951	3928235	conjunto habitacional teotonio vilela	-46,4966011	-23,60429955
4474	sao paulo	jozineide pereira gaudino	joaquim meira de siqueira	200	8275490	jardim nossa senhora do carmo	-46,48509979	-23,5753994
4475	sao paulo	maria jovita	vilanova de santa cruz	SN	3813060	jardim matarazzo	-46,46709061	-23,49007988
4476	sao paulo	marcelo tulman neto	rua beladona	372	8161330	jd miragaia	-46,41714859	-23,50348091
4477	sao paulo	said murad	pinheiro do parana	177	8235590	parque guarani	-46,46276512	-23,5172857
4478	sao paulo	joao batista vilanova artigas prof	fernando de godoi	21	8121380	jardim elza	-46,38280106	-23,50580025
4479	sao paulo	francisco parente	rua toshio yoshida	11	8111710	vila odete	-46,38011169	-23,48468971
4480	sao paulo	pedro brasil bandecchi prof	jose alves coelho	140	8142180	jardim nelia	-46,38405991	-23,51192093
4481	sao paulo	luiz vaz de camoes	joao pedro luna	132	8253495	conjunto residencial jose bonifacio	-46,4373703	-23,54990959
4482	sao paulo	itiro muto	paulo araujo novaes	190	4822010	parque america	-46,6901	-23,7286
4483	sao paulo	tancredo de almeida neves pres	paulo guilguer reimberg	2448	4856200	jardim novo horizonte	-46,69680023	-23,77669907
4484	sao paulo	christiano altenfelder silva doutor	julia mameia	45	4859100	jardim santa fe zona sul	-46,70360184	-23,76479912
4485	sao paulo	calhim manoel abud	oscar fernandes	SN	4775090	vila californiazona sul	-46,702	-23,6855
4554	sao paulo	joao xxiii	avenida vaticano	245	5569120	jardim joao xxiii	-46,79508972	-23,60232925
4559	sao paulo	leonidas horta de macedo professor	miguel ribas	11	5187270	jardim ipanema zona oeste	-46,75130081	-23,44718933
4560	sao paulo	marilena piumbato chaparro professora	boaventura pereira	235	5158240	parque anhanguera sao domingos	-46,76029968	-23,49069977
4561	sao paulo	felicia de rinaldis franco	campinorte	58	2981040	jardim sydney	-46,71590042	-23,46069908
4562	sao paulo	maria antonietta de castro profa	inacio firmo	65	2161100	jardim julieta	-46,56790924	-23,4889698
4563	sao paulo	fernando pessoa	rua padre aldemar moreira	200	8471010	cidade tiradentes	-46,39956734	-23,59969816
4564	sao paulo	mariuma buazar mauad	rua padre aldemar moreira	461	8471010	cidade tiradentes	-46,39638901	-23,59934044
4565	sao paulo	aquilino ribeiro	onofre leite meirelles	1	8461620	jardim sao paulozona leste	-46,40599823	-23,5625
4566	sao paulo	guerra junqueiro	floriano arresti	52	8465220	conjunto habitacional juscelino kubitschek	-46,39375359	-23,56503201
4567	sao paulo	tancredo neves presidente	avenida marginal com rua barbinos	111	4243000	jardim patente	-46,58658981	-23,62612915
4568	sao paulo	mary moraes	avenida marechal juarez tavora	257	5750000	super quadra morumbi	-46,74560928	-23,61495972
4569	sao paulo	martinho da silva	rua comendador antunes dos santos	1800	5861260	jardim vaz de lima	-46,75983047	-23,67425919
4577	sao paulo	joaquim torres santiago professor	antonio bonici	60	3811060	jardim matarazzo	-46,48149109	-23,49113083
4578	sao paulo	maria antonieta ferraz bibliotecaria	rafael della monica	300	8470480	cidade tiradentes	-46,39609909	-23,59819984
4579	sao paulo	washington alves natel	rua ministro mario david andreazza	50	4849080	parque residencial cocaia	-46,6703	-23,7428
4580	sao paulo	nildo do amaral junior padre	tropicalia	SN	8061010	jardim pedro jose nunes	-46,4655903	-23,5050057
4581	sao paulo	lauro celidonio gomes dos reis dr	joao batista de godoy	1000	8111430	jardim das oliveiras	-46,37162018	-23,49616051
4582	sao paulo	laurinda rodrigues pereira leite profa	benedito aquilino de freitas	55	8110290	vila silva teles	-46,40388107	-23,50037003
4595	sao paulo	yolanda bernardini robert professora	francisco de alvarenga	SN	4417260	jardim miriam	-46,63381577	-23,67971802
4598	sao paulo	ines brega cordeiro professora	centralina	387	8410100	vila princesa isabel	-46,41569901	-23,54585075
4599	sao paulo	gil vicente	antonio elias schoueri	240	4945005	parque do lago	-46,78015137	-23,71525002
4603	sao paulo	candido procopio ferreira de camargo professor	sara kubitscheck	215	8474000	conjunto habitacional castro alves	-46,40449905	-23,58099937
4663	sao paulo	assis jose ambrosio	alfarrobeiras	68	2676010	jardim peri	-46,6715	-23,4577
4664	sao paulo	terezine arantes ferraz bibliotecaria	ushikichi kamiya	1300	2323000	parque casa de pedra	-46,58559036	-23,43898964
4665	sao paulo	clovis rene calabrez prof	freguesia da cachoeira	77	8441100	jardim lajeado	-46,3993187	-23,53244019
4666	sao paulo	camilo castelo branco	edmundo orioli	85	8470600	cidade tiradentes	-46,39461136	-23,60136032
4667	sao paulo	bernardim ribeiro	utaro kanai	501	8465000	conjunto habitacional juscelino kubitschek	-46,3972	-23,5651
4668	sao paulo	francisco mignone	rio birigui	SN	8265290	gleba do pessego	-46,45280075	-23,58399963
4669	sao paulo	yervant kissajikian	paisagem noturna	353	8253440	conjunto residencial jose bonifacio	-46,43783188	-23,55374908
4687	sao paulo	maria luisa monteiro da cunha bibliotecaria	rua inacio manuel alvares	697	5372111	jardim ester	-46,76589966	-23,58029938
4688	sao paulo	etelvina de goes marcucci professora	jose carlos de toledo piza	10	5712070	jardim parque morumbi	-46,73244095	-23,62093925
4689	sao paulo	dib audi	januario da cunha barbosa	413	5793280	jardim elizabeth	-46,77685165	-23,63916969
4690	sao paulo	santa rosa de lima	nainpur	80	5796150	jardim vale das virtudes	-46,77785492	-23,65115356
4691	sao paulo	oscar pereira machado	miguel dionizio valle	96	4942040	jardim nakamura	-46,77724075	-23,6960907
